iter	MultiClass
860	0.3171298624
861	0.3170349287
862	0.3169063942
863	0.3168302652
864	0.3167311574
865	0.3165858475
866	0.3164097745
867	0.316289151
868	0.3160160932
869	0.3157656354
870	0.3156718126
871	0.3154761722
872	0.3153709341
873	0.3152250982
874	0.3151221566
875	0.31499013
876	0.3148993804
877	0.3148001457
878	0.3147450123
879	0.3146236505
880	0.314553931
881	0.3144824029
882	0.314443959
883	0.3143534314
884	0.3142861915
885	0.31416864
886	0.3140684931
887	0.3140261746
888	0.3139218605
889	0.3138194457
890	0.3136808182
891	0.3135820665
892	0.3134786887
893	0.3133122145
894	0.3131944316
895	0.3131073433
896	0.3129708218
897	0.31282186
898	0.312589735
899	0.3125133547
900	0.3124358228
901	0.3123565668
902	0.3121989205
903	0.3120937014
904	0.3120219185
905	0.3119467435
906	0.3118299995
907	0.3117239457
908	0.3115975975
909	0.3114510585
910	0.3112804083
911	0.3111126381
912	0.3110231097
913	0.3108987722
914	0.3107712686
915	0.310646236
916	0.3105712244
917	0.3104240166
918	0.3103486027
919	0.3102581699
920	0.3101579873
921	0.3100402892
922	0.3097674297
923	0.3096121586
924	0.3094396331
925	0.3092988402
926	0.3092312197
927	0.3091217945
928	0.3089418096
929	0.3087886192
930	0.3087103368
931	0.308604087
932	0.3084104372
933	0.3082943215
934	0.3080826061
935	0.308037039
936	0.3079706236
937	0.3078418668
938	0.3076439339
939	0.3075581437
940	0.3074832601
941	0.3073769357
942	0.3071991403
943	0.3070994063
944	0.3069654831
945	0.306850024
946	0.3066760931
947	0.3064693195
948	0.3063276342
949	0.3062302718
950	0.3061727428
951	0.3060447258
952	0.305851812
953	0.3057968741
954	0.3056821978
955	0.305566128
956	0.3054769909
957	0.3054006984
958	0.3052916196
959	0.3051485803
960	0.3050566401
961	0.3049744857
962	0.3048758209
963	0.3047784427
964	0.3046804984
965	0.3045817718
966	0.3044921829
967	0.3043937703
968	0.3042986186
969	0.3041125588
970	0.3038983503
971	0.3038545478
972	0.3037460802
973	0.3036535626
974	0.3035545895
975	0.30342611
976	0.3033336414
977	0.303235165
978	0.3031020796
979	0.3029675973
980	0.3028989
981	0.3028581238
982	0.3027559529
983	0.3026659071
984	0.3025942659
985	0.3024744863
986	0.3022442142
987	0.3021506816
988	0.302060927
989	0.3020034089
990	0.3018602186
991	0.3017780014
992	0.3016499986
993	0.3015176197
994	0.3014003934
995	0.3012287951
996	0.3011520877
997	0.3010430276
998	0.3009968393
999	0.3008932904
